도로롱,https://static.wikia.nocookie.net/palworld/images/4/47/Lamball.png
까부냥,https://static.wikia.nocookie.net/palworld/images/5/59/Cattiva.png
꼬꼬닭,https://static.wikia.nocookie.net/palworld/images/e/e9/Chikipi.png
큐룰리스,https://static.wikia.nocookie.net/palworld/images/c/c4/Lifmunk.png
파이호,https://static.wikia.nocookie.net/palworld/images/d/dd/Foxparks.png
청부리,https://static.wikia.nocookie.net/palworld/images/6/6c/Fuack.png
번개냥,https://static.wikia.nocookie.net/palworld/images/e/ee/Sparkit.png
몽지,https://static.wikia.nocookie.net/palworld/images/3/34/Tanzee.png
불꽃밤비,https://static.wikia.nocookie.net/palworld/images/e/e5/Rooby.png
펭키,https://static.wikia.nocookie.net/palworld/images/b/b3/Pengullet.png
펭킹,https://static.wikia.nocookie.net/palworld/images/5/5c/Penking.png
찌릿도치,https://static.wikia.nocookie.net/palworld/images/5/50/Jolthog.png
코치도치,https://static.wikia.nocookie.net/palworld/images/d/dc/Jolthog_Cryst.png
초롱이,https://static.wikia.nocookie.net/palworld/images/f/f3/Gumoss.png
초롱이 (Special),https://static.wikia.nocookie.net/palworld/images/f/f3/Gumoss.png
미호,https://static.wikia.nocookie.net/palworld/images/7/79/Vixy.png
아테노울,https://static.wikia.nocookie.net/palworld/images/c/c5/Hoocrates.png
차코리,https://static.wikia.nocookie.net/palworld/images/2/2b/Teafant.png
뚱코알라,https://static.wikia.nocookie.net/palworld/images/8/8b/Depresso.png
밀피,https://static.wikia.nocookie.net/palworld/images/9/96/Cremis.png
몽마둥이,https://static.wikia.nocookie.net/palworld/images/d/d7/Daedream.png
돌진돼지,https://static.wikia.nocookie.net/palworld/images/6/6d/Rushoar.png
루나티,https://static.wikia.nocookie.net/palworld/images/2/2e/Nox.png
두더비,https://static.wikia.nocookie.net/palworld/images/b/ba/Fuddler.png
고스문,https://static.wikia.nocookie.net/palworld/images/b/bf/Killamari.png
냐옹테트,https://static.wikia.nocookie.net/palworld/images/2/21/Mau.png
칠테트,https://static.wikia.nocookie.net/palworld/images/b/bf/Mau_Cryst.png
루미카이트,https://static.wikia.nocookie.net/palworld/images/a/aa/Celaray.png
다크울프,https://static.wikia.nocookie.net/palworld/images/1/14/Direhowl.png
알록새,https://static.wikia.nocookie.net/palworld/images/d/d9/Tocotoco.png
토푸리,https://static.wikia.nocookie.net/palworld/images/f/f0/Flopie.png
밀카우,https://static.wikia.nocookie.net/palworld/images/9/9d/Mozzarina.png
가시공주,https://static.wikia.nocookie.net/palworld/images/4/40/Bristla.png
샤키드,https://static.wikia.nocookie.net/palworld/images/f/f9/Gobfin.png
샤맨더,https://static.wikia.nocookie.net/palworld/images/6/67/Gobfin_Ignis.png
건다리,https://static.wikia.nocookie.net/palworld/images/6/6c/Hangyu.png
유령건다리,https://static.wikia.nocookie.net/palworld/images/d/df/Hangyu_Cryst.png
초판다,https://static.wikia.nocookie.net/palworld/images/b/b5/Mossanda.png
썬더판다,https://static.wikia.nocookie.net/palworld/images/4/4b/Mossanda_Lux.png
캔디쉽,https://static.wikia.nocookie.net/palworld/images/0/0f/Woolipop.png
베리고트,https://static.wikia.nocookie.net/palworld/images/5/5f/Caprity.png
멜파카,https://static.wikia.nocookie.net/palworld/images/a/a0/Melpaca.png
신령사슴,https://static.wikia.nocookie.net/palworld/images/5/59/Eikthyrdeer.png
산령사슴,https://static.wikia.nocookie.net/palworld/images/a/ac/Eikthyrdeer_Terra.png
나이트윙,https://static.wikia.nocookie.net/palworld/images/b/bf/Nitewing.png
